|	To	|	Weight	|	Path
|	14105	|	inf	|	[No path exists]
|	14106	|	inf	|	[No path exists]
|	14107	|	inf	|	[No path exists]
|	14108	|	inf	|	[No path exists]
|	14109	|	inf	|	[No path exists]
|	14110	|	inf	|	[No path exists]
|	14111	|	inf	|	[No path exists]
|	14112	|	inf	|	[No path exists]
|	14113	|	inf	|	[No path exists]
|	14114	|	inf	|	[No path exists]
|	14115	|	inf	|	[No path exists]
|	14116	|	inf	|	[No path exists]
|	14117	|	inf	|	[No path exists]
|	14118	|	inf	|	[No path exists]
|	14119	|	inf	|	[No path exists]
|	14120	|	inf	|	[No path exists]
|	14121	|	inf	|	[No path exists]
|	14122	|	inf	|	[No path exists]
|	14123	|	inf	|	[No path exists]
|	14124	|	inf	|	[No path exists]
|	14125	|	inf	|	[No path exists]
|	14126	|	inf	|	[No path exists]
|	14127	|	inf	|	[No path exists]
|	14128	|	inf	|	[No path exists]
|	14129	|	inf	|	[No path exists]
|	14130	|	inf	|	[No path exists]
|	14131	|	inf	|	[No path exists]
|	14132	|	inf	|	[No path exists]
|	14133	|	inf	|	[No path exists]
|	14134	|	inf	|	[No path exists]
|	14135	|	inf	|	[No path exists]
|	14136	|	inf	|	[No path exists]
|	14137	|	inf	|	[No path exists]
|	14138	|	inf	|	[No path exists]
|	14139	|	inf	|	[No path exists]
|	14140	|	inf	|	[No path exists]
|	14141	|	inf	|	[No path exists]
|	14142	|	inf	|	[No path exists]
|	14143	|	inf	|	[No path exists]
|	14144	|	inf	|	[No path exists]
|	14145	|	inf	|	[No path exists]
|	14146	|	inf	|	[No path exists]
|	14147	|	inf	|	[No path exists]
|	14148	|	inf	|	[No path exists]
|	14149	|	inf	|	[No path exists]
|	14150	|	inf	|	[No path exists]
|	14151	|	inf	|	[No path exists]
|	14152	|	inf	|	[No path exists]
|	14153	|	inf	|	[No path exists]
|	14154	|	inf	|	[No path exists]
|	14155	|	inf	|	[No path exists]
|	14156	|	inf	|	[No path exists]
|	14157	|	inf	|	[No path exists]
|	14158	|	inf	|	[No path exists]
|	14159	|	inf	|	[No path exists]
|	14160	|	inf	|	[No path exists]
|	14161	|	inf	|	[No path exists]
|	14162	|	inf	|	[No path exists]
|	14163	|	inf	|	[No path exists]
|	14164	|	inf	|	[No path exists]
|	14165	|	inf	|	[No path exists]
|	14166	|	inf	|	[No path exists]
|	14167	|	inf	|	[No path exists]
|	14168	|	inf	|	[No path exists]
|	14169	|	inf	|	[No path exists]
|	14170	|	inf	|	[No path exists]
|	14171	|	inf	|	[No path exists]
|	14172	|	inf	|	[No path exists]
|	14173	|	inf	|	[No path exists]
|	14174	|	inf	|	[No path exists]
|	14175	|	inf	|	[No path exists]
|	14176	|	inf	|	[No path exists]
|	14177	|	inf	|	[No path exists]
|	14178	|	inf	|	[No path exists]
|	14179	|	inf	|	[No path exists]
|	14180	|	inf	|	[No path exists]
|	14181	|	inf	|	[No path exists]
|	14182	|	inf	|	[No path exists]
|	14183	|	inf	|	[No path exists]
|	14184	|	inf	|	[No path exists]
|	14185	|	inf	|	[No path exists]
|	14186	|	inf	|	[No path exists]
|	14187	|	inf	|	[No path exists]
|	14188	|	inf	|	[No path exists]
|	14189	|	inf	|	[No path exists]
|	14190	|	inf	|	[No path exists]
|	14191	|	inf	|	[No path exists]
|	14192	|	inf	|	[No path exists]
|	14193	|	inf	|	[No path exists]
|	14194	|	inf	|	[No path exists]
|	14195	|	inf	|	[No path exists]
|	14196	|	inf	|	[No path exists]
|	14197	|	inf	|	[No path exists]
|	14198	|	inf	|	[No path exists]
|	14199	|	inf	|	[No path exists]
|	14200	|	inf	|	[No path exists]
|	14201	|	inf	|	[No path exists]
|	14202	|	inf	|	[No path exists]
|	14203	|	inf	|	[No path exists]
|	14204	|	inf	|	[No path exists]
|	14205	|	inf	|	[No path exists]
|	14206	|	inf	|	[No path exists]
|	14207	|	inf	|	[No path exists]
|	14208	|	inf	|	[No path exists]
|	14209	|	inf	|	[No path exists]
|	14210	|	inf	|	[No path exists]
|	14211	|	inf	|	[No path exists]
|	14212	|	inf	|	[No path exists]
|	14213	|	inf	|	[No path exists]
|	14214	|	inf	|	[No path exists]
|	14215	|	inf	|	[No path exists]
|	14216	|	inf	|	[No path exists]
|	14217	|	inf	|	[No path exists]
|	14218	|	inf	|	[No path exists]
|	14219	|	inf	|	[No path exists]
|	14220	|	inf	|	[No path exists]
|	14221	|	inf	|	[No path exists]
|	14222	|	inf	|	[No path exists]
|	14223	|	inf	|	[No path exists]
|	14224	|	inf	|	[No path exists]
|	14225	|	inf	|	[No path exists]
|	14226	|	inf	|	[No path exists]
|	14227	|	inf	|	[No path exists]
|	14228	|	inf	|	[No path exists]
|	14229	|	inf	|	[No path exists]
|	14230	|	inf	|	[No path exists]
|	14231	|	inf	|	[No path exists]
|	14232	|	inf	|	[No path exists]
|	14233	|	inf	|	[No path exists]
|	14234	|	inf	|	[No path exists]
|	14235	|	inf	|	[No path exists]
|	14236	|	inf	|	[No path exists]
|	14237	|	inf	|	[No path exists]
|	14238	|	inf	|	[No path exists]
|	14239	|	inf	|	[No path exists]
|	14240	|	inf	|	[No path exists]
|	14241	|	inf	|	[No path exists]
|	14242	|	inf	|	[No path exists]
|	14243	|	inf	|	[No path exists]
|	14244	|	inf	|	[No path exists]
|	14245	|	inf	|	[No path exists]
|	14246	|	inf	|	[No path exists]
|	14247	|	inf	|	[No path exists]
|	14248	|	inf	|	[No path exists]
|	14249	|	inf	|	[No path exists]
|	14250	|	inf	|	[No path exists]
|	14251	|	inf	|	[No path exists]
|	14252	|	inf	|	[No path exists]
|	14253	|	inf	|	[No path exists]
|	14254	|	inf	|	[No path exists]
|	14255	|	inf	|	[No path exists]
|	14256	|	inf	|	[No path exists]
|	14257	|	inf	|	[No path exists]
|	14258	|	inf	|	[No path exists]
|	14259	|	inf	|	[No path exists]
|	14260	|	inf	|	[No path exists]
|	14261	|	inf	|	[No path exists]
|	14262	|	inf	|	[No path exists]
|	14263	|	inf	|	[No path exists]
|	14264	|	inf	|	[No path exists]
|	14265	|	inf	|	[No path exists]
|	14266	|	inf	|	[No path exists]
|	14267	|	inf	|	[No path exists]
|	14268	|	inf	|	[No path exists]
|	14269	|	inf	|	[No path exists]
|	14270	|	inf	|	[No path exists]
|	14271	|	inf	|	[No path exists]
|	14272	|	inf	|	[No path exists]
|	14273	|	inf	|	[No path exists]
|	14274	|	inf	|	[No path exists]
|	14275	|	inf	|	[No path exists]
|	14276	|	inf	|	[No path exists]
|	14277	|	inf	|	[No path exists]
|	14278	|	inf	|	[No path exists]
|	14279	|	inf	|	[No path exists]
|	14280	|	inf	|	[No path exists]
|	14281	|	inf	|	[No path exists]
|	14282	|	inf	|	[No path exists]
|	14283	|	inf	|	[No path exists]
|	14284	|	inf	|	[No path exists]
|	14285	|	inf	|	[No path exists]
|	14286	|	inf	|	[No path exists]
|	14287	|	inf	|	[No path exists]
|	14288	|	inf	|	[No path exists]
|	14289	|	inf	|	[No path exists]
|	14290	|	inf	|	[No path exists]
|	14291	|	inf	|	[No path exists]
|	14292	|	inf	|	[No path exists]
|	14293	|	inf	|	[No path exists]
|	14294	|	inf	|	[No path exists]
|	14295	|	inf	|	[No path exists]
|	14296	|	inf	|	[No path exists]
|	14297	|	inf	|	[No path exists]
|	14298	|	inf	|	[No path exists]
|	14299	|	inf	|	[No path exists]
|	14300	|	inf	|	[No path exists]
|	14301	|	inf	|	[No path exists]
|	14302	|	inf	|	[No path exists]
|	14303	|	inf	|	[No path exists]
|	14304	|	inf	|	[No path exists]
|	14305	|	inf	|	[No path exists]
|	14306	|	inf	|	[No path exists]
|	14307	|	inf	|	[No path exists]
|	14308	|	inf	|	[No path exists]
|	14309	|	inf	|	[No path exists]
|	14310	|	inf	|	[No path exists]
|	14311	|	inf	|	[No path exists]
|	14312	|	inf	|	[No path exists]
|	14313	|	inf	|	[No path exists]
|	14314	|	inf	|	[No path exists]
|	14315	|	inf	|	[No path exists]
|	14316	|	inf	|	[No path exists]
|	14317	|	inf	|	[No path exists]
|	14318	|	inf	|	[No path exists]
|	14319	|	inf	|	[No path exists]
|	14320	|	inf	|	[No path exists]
|	14321	|	inf	|	[No path exists]
|	14322	|	inf	|	[No path exists]
|	14323	|	inf	|	[No path exists]
|	14324	|	inf	|	[No path exists]
|	14325	|	inf	|	[No path exists]
|	14326	|	inf	|	[No path exists]
|	14327	|	inf	|	[No path exists]
|	14328	|	inf	|	[No path exists]
|	14329	|	inf	|	[No path exists]
|	14330	|	inf	|	[No path exists]
|	14331	|	inf	|	[No path exists]
|	14332	|	inf	|	[No path exists]
|	14333	|	inf	|	[No path exists]
|	14334	|	inf	|	[No path exists]
|	14335	|	inf	|	[No path exists]
|	14336	|	inf	|	[No path exists]
|	14337	|	inf	|	[No path exists]
|	14338	|	inf	|	[No path exists]
|	14339	|	inf	|	[No path exists]
|	14340	|	inf	|	[No path exists]
|	14341	|	inf	|	[No path exists]
|	14342	|	inf	|	[No path exists]
|	14343	|	inf	|	[No path exists]
|	14344	|	inf	|	[No path exists]
|	14345	|	inf	|	[No path exists]
|	14346	|	inf	|	[No path exists]
|	14347	|	inf	|	[No path exists]
|	14348	|	inf	|	[No path exists]
|	14349	|	inf	|	[No path exists]
|	14350	|	inf	|	[No path exists]
|	14351	|	inf	|	[No path exists]
|	14352	|	inf	|	[No path exists]
|	14353	|	inf	|	[No path exists]
|	14354	|	inf	|	[No path exists]
|	14355	|	inf	|	[No path exists]
|	14356	|	inf	|	[No path exists]
|	14357	|	inf	|	[No path exists]
|	14358	|	inf	|	[No path exists]
|	14359	|	inf	|	[No path exists]
|	14360	|	inf	|	[No path exists]
|	14361	|	inf	|	[No path exists]
|	14362	|	inf	|	[No path exists]
|	14363	|	inf	|	[No path exists]
|	14364	|	inf	|	[No path exists]
|	14365	|	inf	|	[No path exists]
|	14366	|	inf	|	[No path exists]
|	14367	|	inf	|	[No path exists]
|	14368	|	inf	|	[No path exists]
|	14369	|	inf	|	[No path exists]
|	14370	|	inf	|	[No path exists]
|	14371	|	inf	|	[No path exists]
|	14372	|	inf	|	[No path exists]
|	14373	|	inf	|	[No path exists]
|	14374	|	inf	|	[No path exists]
|	14375	|	inf	|	[No path exists]
|	14376	|	inf	|	[No path exists]
|	14377	|	inf	|	[No path exists]
|	14378	|	inf	|	[No path exists]
|	14379	|	inf	|	[No path exists]
|	14380	|	inf	|	[No path exists]
|	14381	|	inf	|	[No path exists]
|	14382	|	inf	|	[No path exists]
|	14383	|	inf	|	[No path exists]
|	14384	|	inf	|	[No path exists]
|	14385	|	inf	|	[No path exists]
|	14386	|	inf	|	[No path exists]
|	14387	|	inf	|	[No path exists]
|	14388	|	inf	|	[No path exists]
|	14389	|	inf	|	[No path exists]
|	14390	|	inf	|	[No path exists]
|	14391	|	inf	|	[No path exists]
|	14392	|	inf	|	[No path exists]
|	14393	|	inf	|	[No path exists]
|	14394	|	inf	|	[No path exists]
|	14395	|	inf	|	[No path exists]
|	14396	|	inf	|	[No path exists]
|	14397	|	inf	|	[No path exists]
|	14398	|	inf	|	[No path exists]
|	14399	|	inf	|	[No path exists]
|	14400	|	inf	|	[No path exists]
|	14401	|	inf	|	[No path exists]
|	14402	|	inf	|	[No path exists]
|	14403	|	inf	|	[No path exists]
|	14404	|	inf	|	[No path exists]
|	14405	|	inf	|	[No path exists]
|	14406	|	inf	|	[No path exists]
|	14407	|	inf	|	[No path exists]
|	14408	|	inf	|	[No path exists]
|	14409	|	inf	|	[No path exists]
|	14410	|	inf	|	[No path exists]
|	14411	|	inf	|	[No path exists]
|	14412	|	inf	|	[No path exists]
|	14413	|	inf	|	[No path exists]
|	14414	|	inf	|	[No path exists]
|	14415	|	inf	|	[No path exists]
|	14416	|	inf	|	[No path exists]
|	14417	|	inf	|	[No path exists]
|	14418	|	inf	|	[No path exists]
|	14419	|	inf	|	[No path exists]
|	14420	|	inf	|	[No path exists]
|	14421	|	inf	|	[No path exists]
|	14422	|	inf	|	[No path exists]
|	14423	|	inf	|	[No path exists]
|	14424	|	inf	|	[No path exists]
|	14425	|	inf	|	[No path exists]
|	14426	|	inf	|	[No path exists]
|	14427	|	inf	|	[No path exists]
|	14428	|	inf	|	[No path exists]
|	14429	|	inf	|	[No path exists]
|	14430	|	inf	|	[No path exists]
|	14431	|	inf	|	[No path exists]
|	14432	|	inf	|	[No path exists]
|	14433	|	inf	|	[No path exists]
|	14434	|	inf	|	[No path exists]
|	14435	|	inf	|	[No path exists]
|	14436	|	inf	|	[No path exists]
|	14437	|	inf	|	[No path exists]
|	14438	|	inf	|	[No path exists]
|	14439	|	inf	|	[No path exists]
|	14440	|	inf	|	[No path exists]
|	14441	|	inf	|	[No path exists]
|	14442	|	inf	|	[No path exists]
|	14443	|	inf	|	[No path exists]
|	14444	|	inf	|	[No path exists]
|	14445	|	inf	|	[No path exists]
|	14446	|	inf	|	[No path exists]
|	14447	|	inf	|	[No path exists]
|	14448	|	inf	|	[No path exists]
|	14449	|	inf	|	[No path exists]
|	14450	|	inf	|	[No path exists]
|	14451	|	inf	|	[No path exists]
|	14452	|	inf	|	[No path exists]
|	14453	|	inf	|	[No path exists]
|	14454	|	inf	|	[No path exists]
|	14455	|	inf	|	[No path exists]
|	14456	|	inf	|	[No path exists]
|	14457	|	inf	|	[No path exists]
|	14458	|	inf	|	[No path exists]
|	14459	|	inf	|	[No path exists]
|	14460	|	inf	|	[No path exists]
|	14461	|	inf	|	[No path exists]
|	14462	|	inf	|	[No path exists]
|	14463	|	inf	|	[No path exists]
|	14464	|	inf	|	[No path exists]
|	14465	|	inf	|	[No path exists]
|	14466	|	inf	|	[No path exists]
|	14467	|	inf	|	[No path exists]
|	14468	|	inf	|	[No path exists]
|	14469	|	inf	|	[No path exists]
|	14470	|	inf	|	[No path exists]
|	14471	|	inf	|	[No path exists]
|	14472	|	inf	|	[No path exists]
|	14473	|	inf	|	[No path exists]
|	14474	|	inf	|	[No path exists]
|	14475	|	inf	|	[No path exists]
|	14476	|	inf	|	[No path exists]
|	14477	|	inf	|	[No path exists]
|	14478	|	inf	|	[No path exists]
|	14479	|	inf	|	[No path exists]
|	14480	|	inf	|	[No path exists]
|	14481	|	inf	|	[No path exists]
|	14482	|	inf	|	[No path exists]
|	14483	|	inf	|	[No path exists]
|	14484	|	inf	|	[No path exists]
|	14485	|	inf	|	[No path exists]
|	14486	|	inf	|	[No path exists]
|	14487	|	inf	|	[No path exists]
|	14488	|	inf	|	[No path exists]
|	14489	|	inf	|	[No path exists]
|	14490	|	inf	|	[No path exists]
|	14491	|	inf	|	[No path exists]
|	14492	|	inf	|	[No path exists]
|	14493	|	inf	|	[No path exists]
|	14494	|	inf	|	[No path exists]
|	14495	|	inf	|	[No path exists]
|	14496	|	inf	|	[No path exists]
|	14497	|	inf	|	[No path exists]
|	14498	|	inf	|	[No path exists]
|	14499	|	inf	|	[No path exists]
|	14500	|	inf	|	[No path exists]
|	14501	|	inf	|	[No path exists]
|	14502	|	inf	|	[No path exists]
|	14503	|	inf	|	[No path exists]
|	14504	|	inf	|	[No path exists]
|	14505	|	inf	|	[No path exists]
|	14506	|	inf	|	[No path exists]
|	14507	|	inf	|	[No path exists]
|	14508	|	inf	|	[No path exists]
|	14509	|	inf	|	[No path exists]
|	14510	|	inf	|	[No path exists]
|	14511	|	inf	|	[No path exists]
|	14512	|	inf	|	[No path exists]
|	14513	|	inf	|	[No path exists]
|	14514	|	inf	|	[No path exists]
|	14515	|	inf	|	[No path exists]
|	14516	|	inf	|	[No path exists]
|	14517	|	inf	|	[No path exists]
|	14518	|	inf	|	[No path exists]
|	14519	|	inf	|	[No path exists]
|	14520	|	inf	|	[No path exists]
|	14521	|	inf	|	[No path exists]
|	14522	|	inf	|	[No path exists]
|	14523	|	inf	|	[No path exists]
|	14524	|	inf	|	[No path exists]
|	14525	|	inf	|	[No path exists]
|	14526	|	inf	|	[No path exists]
|	14527	|	inf	|	[No path exists]
|	14528	|	inf	|	[No path exists]
|	14529	|	inf	|	[No path exists]
|	14530	|	inf	|	[No path exists]
|	14531	|	inf	|	[No path exists]
|	14532	|	inf	|	[No path exists]
|	14533	|	inf	|	[No path exists]
|	14534	|	inf	|	[No path exists]
|	14535	|	inf	|	[No path exists]
|	14536	|	inf	|	[No path exists]
|	14537	|	inf	|	[No path exists]
|	14538	|	inf	|	[No path exists]
|	14539	|	inf	|	[No path exists]
|	14540	|	inf	|	[No path exists]
|	14541	|	inf	|	[No path exists]
|	14542	|	inf	|	[No path exists]
|	14543	|	inf	|	[No path exists]
|	14544	|	inf	|	[No path exists]
|	14545	|	inf	|	[No path exists]
|	14546	|	inf	|	[No path exists]
|	14547	|	inf	|	[No path exists]
|	14548	|	inf	|	[No path exists]
|	14549	|	inf	|	[No path exists]
|	14550	|	inf	|	[No path exists]
|	14551	|	inf	|	[No path exists]
|	14552	|	inf	|	[No path exists]
|	14553	|	inf	|	[No path exists]
|	14554	|	inf	|	[No path exists]
|	14555	|	inf	|	[No path exists]
|	14556	|	inf	|	[No path exists]
|	14557	|	inf	|	[No path exists]
|	14558	|	inf	|	[No path exists]
|	14559	|	inf	|	[No path exists]
|	14560	|	inf	|	[No path exists]
|	14561	|	inf	|	[No path exists]
|	14562	|	inf	|	[No path exists]
|	14563	|	inf	|	[No path exists]
|	14564	|	inf	|	[No path exists]
|	14565	|	inf	|	[No path exists]
|	14566	|	inf	|	[No path exists]
|	14567	|	inf	|	[No path exists]
|	14568	|	inf	|	[No path exists]
|	14569	|	inf	|	[No path exists]
|	14570	|	inf	|	[No path exists]
|	14571	|	inf	|	[No path exists]
|	14572	|	inf	|	[No path exists]
|	14573	|	inf	|	[No path exists]
|	14574	|	inf	|	[No path exists]
|	14575	|	inf	|	[No path exists]
|	14576	|	inf	|	[No path exists]
|	14577	|	inf	|	[No path exists]
|	14578	|	inf	|	[No path exists]
|	14579	|	inf	|	[No path exists]
|	14580	|	inf	|	[No path exists]
|	14581	|	inf	|	[No path exists]
|	14582	|	inf	|	[No path exists]
|	14583	|	inf	|	[No path exists]
|	14584	|	inf	|	[No path exists]
|	14585	|	inf	|	[No path exists]
|	14586	|	inf	|	[No path exists]
|	14587	|	inf	|	[No path exists]
|	14588	|	inf	|	[No path exists]
|	14589	|	inf	|	[No path exists]
|	14590	|	inf	|	[No path exists]
|	14591	|	inf	|	[No path exists]
|	14592	|	inf	|	[No path exists]
|	14593	|	inf	|	[No path exists]
|	14594	|	inf	|	[No path exists]
|	14595	|	inf	|	[No path exists]
|	14596	|	inf	|	[No path exists]
|	14597	|	inf	|	[No path exists]
|	14598	|	inf	|	[No path exists]
|	14599	|	inf	|	[No path exists]
|	14600	|	inf	|	[No path exists]
|	14601	|	inf	|	[No path exists]
|	14602	|	inf	|	[No path exists]
|	14603	|	inf	|	[No path exists]
|	14604	|	inf	|	[No path exists]
|	14605	|	inf	|	[No path exists]
|	14606	|	inf	|	[No path exists]
|	14607	|	inf	|	[No path exists]
|	14608	|	inf	|	[No path exists]
|	14609	|	inf	|	[No path exists]
|	14610	|	inf	|	[No path exists]
|	14611	|	inf	|	[No path exists]
|	14612	|	inf	|	[No path exists]
|	14613	|	inf	|	[No path exists]
|	14614	|	inf	|	[No path exists]
|	14615	|	inf	|	[No path exists]
|	14616	|	inf	|	[No path exists]
|	14617	|	inf	|	[No path exists]
|	14618	|	inf	|	[No path exists]
|	14619	|	inf	|	[No path exists]
|	14620	|	inf	|	[No path exists]
|	14621	|	inf	|	[No path exists]
|	14622	|	inf	|	[No path exists]
|	14623	|	inf	|	[No path exists]
|	14624	|	inf	|	[No path exists]
|	14625	|	inf	|	[No path exists]
|	14626	|	inf	|	[No path exists]
|	14627	|	inf	|	[No path exists]
|	14628	|	inf	|	[No path exists]
|	14629	|	inf	|	[No path exists]
|	14630	|	inf	|	[No path exists]
|	14631	|	inf	|	[No path exists]
|	14632	|	inf	|	[No path exists]
|	14633	|	inf	|	[No path exists]
|	14634	|	inf	|	[No path exists]
|	14635	|	inf	|	[No path exists]
|	14636	|	inf	|	[No path exists]
|	14637	|	inf	|	[No path exists]
|	14638	|	inf	|	[No path exists]
|	14639	|	inf	|	[No path exists]
|	14640	|	inf	|	[No path exists]
|	14641	|	inf	|	[No path exists]
|	14642	|	inf	|	[No path exists]
|	14643	|	inf	|	[No path exists]
|	14644	|	inf	|	[No path exists]
|	14645	|	inf	|	[No path exists]
|	14646	|	inf	|	[No path exists]
|	14647	|	inf	|	[No path exists]
|	14648	|	inf	|	[No path exists]
|	14649	|	inf	|	[No path exists]
|	14650	|	inf	|	[No path exists]
|	14651	|	inf	|	[No path exists]
|	14652	|	inf	|	[No path exists]
|	14653	|	inf	|	[No path exists]
|	14654	|	inf	|	[No path exists]
|	14655	|	inf	|	[No path exists]
|	14656	|	inf	|	[No path exists]
|	14657	|	inf	|	[No path exists]
|	14658	|	inf	|	[No path exists]
|	14659	|	inf	|	[No path exists]
|	14660	|	inf	|	[No path exists]
|	14661	|	inf	|	[No path exists]
|	14662	|	inf	|	[No path exists]
|	14663	|	inf	|	[No path exists]
|	14664	|	inf	|	[No path exists]
|	14665	|	inf	|	[No path exists]
|	14666	|	inf	|	[No path exists]
|	14667	|	inf	|	[No path exists]
|	14668	|	inf	|	[No path exists]
|	14669	|	inf	|	[No path exists]
|	14670	|	inf	|	[No path exists]
|	14671	|	inf	|	[No path exists]
|	14672	|	inf	|	[No path exists]
|	14673	|	inf	|	[No path exists]
|	14674	|	inf	|	[No path exists]
|	14675	|	inf	|	[No path exists]
|	14676	|	inf	|	[No path exists]
|	14677	|	inf	|	[No path exists]
|	14678	|	inf	|	[No path exists]
|	14679	|	inf	|	[No path exists]
|	14680	|	inf	|	[No path exists]
|	14681	|	inf	|	[No path exists]
|	14682	|	inf	|	[No path exists]
|	14683	|	inf	|	[No path exists]
|	14684	|	inf	|	[No path exists]
|	14685	|	inf	|	[No path exists]
|	14686	|	inf	|	[No path exists]
|	14687	|	inf	|	[No path exists]
|	14688	|	inf	|	[No path exists]
|	14689	|	inf	|	[No path exists]
|	14690	|	inf	|	[No path exists]
|	14691	|	inf	|	[No path exists]
|	14692	|	inf	|	[No path exists]
|	14693	|	inf	|	[No path exists]
|	14694	|	inf	|	[No path exists]
|	14695	|	inf	|	[No path exists]
|	14696	|	inf	|	[No path exists]
|	14697	|	inf	|	[No path exists]
|	14698	|	inf	|	[No path exists]
|	14699	|	inf	|	[No path exists]
|	14700	|	inf	|	[No path exists]
|	14701	|	inf	|	[No path exists]
|	14702	|	inf	|	[No path exists]
|	14703	|	inf	|	[No path exists]
|	14704	|	inf	|	[No path exists]
|	14705	|	inf	|	[No path exists]
|	14706	|	inf	|	[No path exists]
|	14707	|	inf	|	[No path exists]
|	14708	|	inf	|	[No path exists]
|	14709	|	inf	|	[No path exists]
|	14710	|	inf	|	[No path exists]
|	14711	|	inf	|	[No path exists]
|	14712	|	inf	|	[No path exists]
|	14713	|	inf	|	[No path exists]
|	14714	|	inf	|	[No path exists]
|	14715	|	inf	|	[No path exists]
|	14716	|	inf	|	[No path exists]
|	14717	|	inf	|	[No path exists]
|	14718	|	inf	|	[No path exists]
|	14719	|	inf	|	[No path exists]
|	14720	|	inf	|	[No path exists]
|	14721	|	inf	|	[No path exists]
|	14722	|	inf	|	[No path exists]
|	14723	|	inf	|	[No path exists]
|	14724	|	inf	|	[No path exists]
|	14725	|	inf	|	[No path exists]
|	14726	|	inf	|	[No path exists]
|	14727	|	inf	|	[No path exists]
|	14728	|	inf	|	[No path exists]
|	14729	|	inf	|	[No path exists]
|	14730	|	inf	|	[No path exists]
|	14731	|	inf	|	[No path exists]
|	14732	|	inf	|	[No path exists]
|	14733	|	inf	|	[No path exists]
|	14734	|	inf	|	[No path exists]
|	14735	|	inf	|	[No path exists]
|	14736	|	inf	|	[No path exists]
|	14737	|	inf	|	[No path exists]
|	14738	|	inf	|	[No path exists]
|	14739	|	inf	|	[No path exists]
|	14740	|	inf	|	[No path exists]
|	14741	|	inf	|	[No path exists]
|	14742	|	inf	|	[No path exists]
|	14743	|	inf	|	[No path exists]
|	14744	|	inf	|	[No path exists]
|	14745	|	inf	|	[No path exists]
|	14746	|	inf	|	[No path exists]
|	14747	|	inf	|	[No path exists]
|	14748	|	inf	|	[No path exists]
|	14749	|	inf	|	[No path exists]
|	14750	|	inf	|	[No path exists]
|	14751	|	inf	|	[No path exists]
|	14752	|	inf	|	[No path exists]
|	14753	|	inf	|	[No path exists]
|	14754	|	inf	|	[No path exists]
|	14755	|	inf	|	[No path exists]
|	14756	|	inf	|	[No path exists]
|	14757	|	inf	|	[No path exists]
|	14758	|	inf	|	[No path exists]
|	14759	|	inf	|	[No path exists]
|	14760	|	inf	|	[No path exists]
|	14761	|	inf	|	[No path exists]
|	14762	|	inf	|	[No path exists]
|	14763	|	inf	|	[No path exists]
|	14764	|	inf	|	[No path exists]
|	14765	|	inf	|	[No path exists]
|	14766	|	inf	|	[No path exists]
|	14767	|	inf	|	[No path exists]
|	14768	|	inf	|	[No path exists]
|	14769	|	inf	|	[No path exists]
|	14770	|	inf	|	[No path exists]
|	14771	|	inf	|	[No path exists]
|	14772	|	inf	|	[No path exists]
|	14773	|	inf	|	[No path exists]
|	14774	|	inf	|	[No path exists]
|	14775	|	inf	|	[No path exists]
|	14776	|	inf	|	[No path exists]
|	14777	|	inf	|	[No path exists]
|	14778	|	inf	|	[No path exists]
|	14779	|	inf	|	[No path exists]
|	14780	|	inf	|	[No path exists]
|	14781	|	inf	|	[No path exists]
|	14782	|	inf	|	[No path exists]
|	14783	|	inf	|	[No path exists]
|	14784	|	inf	|	[No path exists]
|	14785	|	inf	|	[No path exists]
|	14786	|	inf	|	[No path exists]
|	14787	|	inf	|	[No path exists]
|	14788	|	inf	|	[No path exists]
|	14789	|	inf	|	[No path exists]
|	14790	|	inf	|	[No path exists]
|	14791	|	inf	|	[No path exists]
|	14792	|	inf	|	[No path exists]
|	14793	|	inf	|	[No path exists]
|	14794	|	inf	|	[No path exists]
|	14795	|	inf	|	[No path exists]
|	14796	|	inf	|	[No path exists]
|	14797	|	inf	|	[No path exists]
|	14798	|	inf	|	[No path exists]
|	14799	|	inf	|	[No path exists]
|	14800	|	inf	|	[No path exists]
|	14801	|	inf	|	[No path exists]
|	14802	|	inf	|	[No path exists]
|	14803	|	inf	|	[No path exists]
|	14804	|	inf	|	[No path exists]
|	14805	|	inf	|	[No path exists]
|	14806	|	inf	|	[No path exists]
|	14807	|	inf	|	[No path exists]
|	14808	|	inf	|	[No path exists]
|	14809	|	inf	|	[No path exists]
|	14810	|	inf	|	[No path exists]
|	14811	|	inf	|	[No path exists]
|	14812	|	inf	|	[No path exists]
|	14813	|	inf	|	[No path exists]
|	14814	|	inf	|	[No path exists]
|	14815	|	inf	|	[No path exists]
|	14816	|	inf	|	[No path exists]
|	14817	|	inf	|	[No path exists]
|	14818	|	inf	|	[No path exists]
|	14819	|	inf	|	[No path exists]
|	14820	|	inf	|	[No path exists]
|	14821	|	inf	|	[No path exists]
|	14822	|	inf	|	[No path exists]
|	14823	|	inf	|	[No path exists]
|	14824	|	inf	|	[No path exists]
|	14825	|	inf	|	[No path exists]
|	14826	|	inf	|	[No path exists]
|	14827	|	inf	|	[No path exists]
|	14828	|	inf	|	[No path exists]
|	14829	|	inf	|	[No path exists]
|	14830	|	inf	|	[No path exists]
|	14831	|	inf	|	[No path exists]
|	14832	|	inf	|	[No path exists]
|	14833	|	inf	|	[No path exists]
|	14834	|	inf	|	[No path exists]
|	14835	|	inf	|	[No path exists]
|	14836	|	inf	|	[No path exists]
|	14837	|	inf	|	[No path exists]
|	14838	|	inf	|	[No path exists]
|	14839	|	inf	|	[No path exists]
|	14840	|	inf	|	[No path exists]
