|	To	|	Weight	|	Path
|	671	|	-193	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 671]
|	672	|	-187	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 632, 672]
|	673	|	-195	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 559, 603, 630, 667, 673]
|	674	|	-198	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674]
|	675	|	-193	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 675]
|	676	|	-201	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676]
|	677	|	-196	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 677]
|	678	|	-199	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678]
|	679	|	-186	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 679]
|	680	|	-196	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 680]
|	681	|	-194	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 559, 603, 630, 667, 681]
|	682	|	-195	|	[0, 71, 89, 116, 121, 159, 215, 229, 258, 269, 281, 315, 363, 389, 425, 473, 497, 508, 576, 607, 636, 660, 682]
|	683	|	-199	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 683]
|	684	|	-195	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 684]
|	685	|	-190	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 685]
|	686	|	-198	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686]
|	687	|	-188	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 637, 687]
|	688	|	-193	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 632, 656, 668, 688]
|	689	|	-197	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689]
|	690	|	-196	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 690]
|	691	|	-189	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 691]
|	692	|	-192	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 692]
|	693	|	-190	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 693]
|	694	|	-192	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 694]
|	695	|	-191	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 695]
|	696	|	-197	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 696]
|	697	|	-193	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 659, 697]
|	698	|	-189	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 698]
|	699	|	-198	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 699]
|	700	|	-198	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700]
|	701	|	-195	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 701]
|	702	|	-191	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 702]
|	703	|	-201	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 694, 703]
|	704	|	-209	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 704]
|	705	|	-209	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705]
|	706	|	-201	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 692, 706]
|	707	|	-207	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707]
|	708	|	-204	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 708]
|	709	|	-207	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709]
|	710	|	-205	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 683, 710]
|	711	|	-204	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 684, 711]
|	712	|	-207	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712]
|	713	|	-202	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 692, 713]
|	714	|	-201	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 714]
|	715	|	-207	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715]
|	716	|	-211	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 716]
|	717	|	-211	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717]
|	718	|	-206	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 718]
|	719	|	-204	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 719]
|	720	|	-208	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 720]
|	721	|	-203	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 675, 721]
|	722	|	-204	|	[0, 71, 89, 116, 121, 159, 215, 229, 258, 269, 281, 315, 363, 389, 425, 473, 497, 508, 576, 607, 636, 660, 682, 722]
|	723	|	-200	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 632, 656, 668, 688, 723]
|	724	|	-203	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 724]
|	725	|	-204	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 725]
|	726	|	-205	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 726]
|	727	|	-208	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 727]
|	728	|	-204	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 616, 666, 677, 728]
|	729	|	-206	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 729]
|	730	|	-208	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730]
|	731	|	-208	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 731]
|	732	|	-205	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 683, 732]
|	733	|	-202	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 733]
|	734	|	-200	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 734]
|	735	|	-201	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 694, 735]
|	736	|	-200	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 632, 656, 668, 736]
|	737	|	-198	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 737]
|	738	|	-202	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 699, 738]
|	739	|	-205	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 739]
|	740	|	-201	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 740]
|	741	|	-219	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705, 741]
|	742	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 742]
|	743	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709, 743]
|	744	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 716, 744]
|	745	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709, 745]
|	746	|	-210	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 632, 656, 668, 736, 746]
|	747	|	-217	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 747]
|	748	|	-211	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 725, 748]
|	749	|	-215	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 749]
|	750	|	-217	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 750]
|	751	|	-215	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 716, 751]
|	752	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 752]
|	753	|	-213	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 753]
|	754	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754]
|	755	|	-215	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 755]
|	756	|	-217	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 756]
|	757	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712, 757]
|	758	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 758]
|	759	|	-211	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 563, 590, 639, 661, 683, 710, 759]
|	760	|	-210	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 734, 760]
|	761	|	-214	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 708, 761]
|	762	|	-210	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 694, 703, 762]
|	763	|	-215	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 476, 491, 537, 550, 612, 643, 663, 694, 703, 762, 763]
|	764	|	-231	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 764]
|	765	|	-224	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712, 757, 765]
|	766	|	-223	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 758, 766]
|	767	|	-223	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 753, 767]
|	768	|	-225	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 755, 768]
|	769	|	-225	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 750, 769]
|	770	|	-229	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705, 741, 770]
|	771	|	-223	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 716, 744, 771]
|	772	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 747, 772]
|	773	|	-224	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 749, 773]
|	774	|	-226	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 742, 774]
|	775	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 753, 775]
|	776	|	-226	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 752, 776]
|	777	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 708, 761, 777]
|	778	|	-231	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 778]
|	779	|	-225	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 779]
|	780	|	-218	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 780]
|	781	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 716, 781]
|	782	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 750, 782]
|	783	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 755, 783]
|	784	|	-227	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 750, 784]
|	785	|	-219	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705, 741, 785]
|	786	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 750, 786]
|	787	|	-226	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 756, 787]
|	788	|	-216	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 788]
|	789	|	-226	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712, 757, 789]
|	790	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 700, 708, 761, 790]
|	791	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 755, 791]
|	792	|	-224	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 756, 792]
|	793	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 758, 793]
|	794	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 758, 794]
|	795	|	-220	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705, 741, 795]
|	796	|	-229	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 796]
|	797	|	-229	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 797]
|	798	|	-222	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705, 741, 798]
|	799	|	-226	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 756, 799]
|	800	|	-223	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709, 745, 800]
|	801	|	-226	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 752, 801]
|	802	|	-221	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 716, 751, 802]
|	803	|	-227	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 803]
|	804	|	-225	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709, 745, 804]
|	805	|	-222	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 742, 805]
|	806	|	-232	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712, 757, 765, 806]
|	807	|	-238	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 797, 807]
|	808	|	-238	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 678, 705, 741, 770, 808]
|	809	|	-236	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712, 757, 789, 809]
|	810	|	-232	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709, 745, 800, 810]
|	811	|	-236	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 742, 774, 811]
|	812	|	-237	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 797, 812]
|	813	|	-240	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 764, 813]
|	814	|	-231	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 756, 787, 814]
|	815	|	-240	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 778, 815]
|	816	|	-232	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 758, 766, 816]
|	817	|	-234	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 796, 817]
|	818	|	-232	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 778, 818]
|	819	|	-231	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 752, 801, 819]
|	820	|	-231	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 707, 756, 792, 820]
|	821	|	-235	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 686, 712, 757, 789, 821]
|	822	|	-235	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 709, 745, 804, 822]
|	823	|	-232	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 778, 823]
|	824	|	-236	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 778, 824]
|	825	|	-234	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 669, 689, 715, 752, 801, 825]
|	826	|	-234	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 376, 421, 461, 493, 531, 556, 591, 635, 657, 662, 674, 730, 750, 784, 826]
|	827	|	-238	|	[0, 71, 104, 117, 149, 199, 220, 243, 257, 277, 285, 317, 365, 403, 437, 469, 478, 534, 558, 588, 631, 658, 670, 676, 717, 754, 764, 827]
